Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR2072195	2016-10-06	2015-06-22	73718100	14460412700	70886027	196	5629	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072195	SRX1067321		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967219	SAMN03784723	simple	9606	Homo sapiens	GSM1716947	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	F3A0882F311696081A5F32A335570F86	16FED3170DE942D2299B16B4BD6AF48F
SRR2072196	2016-10-06	2015-06-22	78194992	15281315700	74618165	195	5875	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072196	SRX1067322		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967218	SAMN03784724	simple	9606	Homo sapiens	GSM1716948	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	FE39536DF35CCF36CC7B70608E1E7B34	47158334350FF93DB2A1A1770C2B3D8E
SRR2072197	2016-10-06	2015-06-22	82199339	16090147800	78702139	195	6409	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072197	SRX1067323		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967217	SAMN03784725	simple	9606	Homo sapiens	GSM1716949	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	8CE2B46868F28CF08147B6B7A767FA8F	968C5D8C863B08723B4EB72C05813C64
SRR2072198	2016-10-06	2015-06-22	75958200	14838901400	72430814	195	5901	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072198	SRX1067324		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967216	SAMN03784726	simple	9606	Homo sapiens	GSM1716950	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	7E83D0CAB7C7E664019614E8E2753FF5	C29F0BEC0987B7DB7BEC54B84D6D0D29
SRR2072199	2016-10-06	2015-06-22	75374055	14613807000	70764015	193	5695	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072199	SRX1067325		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967215	SAMN03784727	simple	9606	Homo sapiens	GSM1716951	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	CF89BDE4DB6D0A37D5BE8B8D4F0CBF2D	000A646BE5CCA5D4451A7735C086FC16
SRR2072200	2016-10-06	2015-06-22	71930635	13898109800	67050463	193	5393	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072200	SRX1067326		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967214	SAMN03784728	simple	9606	Homo sapiens	GSM1716952	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	587FF7BCCF51FDB5A0256D941A6667E0	B7B5E4C50C5CC04C0A12C81B277D43DF
SRR2072201	2016-10-06	2015-06-22	71163175	13838247500	67219300	194	5495	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072201	SRX1067327		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967213	SAMN03784729	simple	9606	Homo sapiens	GSM1716953	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	6EDBF33913BD0663DC46654219EC911C	04039F95BFD88E10106D09102085FFB2
SRR2072202	2016-10-06	2015-06-22	80362176	15564714300	75284967	193	6218	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072202	SRX1067328		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967212	SAMN03784730	simple	9606	Homo sapiens	GSM1716954	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	3BED9579ABC8B3595033A592E1040290	C424374D4E15641FE3EE767C0DEF4A73
SRR2072203	2016-10-06	2015-06-22	72030081	14037884700	68348766	194	5322	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072203	SRX1067329		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967211	SAMN03784731	simple	9606	Homo sapiens	GSM1716955	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	5892E82990AF2833A41BB5B36E239B3B	9DC3A77E9DD2C6A460A12CB06DCDE995
SRR2072204	2016-10-06	2015-06-22	68812057	13333402000	64521963	193	5075	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072204	SRX1067330		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059720	PRJNA287623	2	287623	SRS967210	SAMN03784732	simple	9606	Homo sapiens	GSM1716956	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273683	NA	public	D72324BE6AFA6549F9CD39C033BAE85A	481ED686897137C379C33826C28453A2
SRR2072592	2015-08-02	2015-06-22	57954107	2955659457	0	51	1992		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072592	SRX1067694		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059733	PRJNA287645	2	287645	SRS967576	SAMN03784971	simple	9606	Homo sapiens	GSM1716743	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA273708	NA	public	AEB4871A4AD1533A22978E4C38D3A33B	CDD40C37D5A1AB3F79711AFBE53683BB
SRR2072595	2015-08-02	2015-06-22	79828098	4071232998	0	51	2604		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2072595	SRX1067697		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP059733	PRJNA287645	2	287645	SRS967573	SAMN03784974	simple	9606	Homo sapiens	GSM1716746	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA273708	NA	public	A477AE25AA7F7162BB9A0A04401FADFF	226006D02A7FAF2D08F54537C506E5DC
SRR2089336	2017-01-03	2015-07-07	58022863	2088823068	0	36	1322		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2089336	SRX1084573		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP060462	PRJNA289133	NA	289133	SRS980701	SAMN03842489	simple	9606	Homo sapiens	GSM1811424	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA276048	NA	public	8E7665AE368828654A5AA365FE02157C	B1490C2FD893F61247EFC8DAB4A23BED
SRR2089341	2017-01-03	2015-07-07	70248643	2528951148	0	36	1646		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2089341	SRX1084578		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP060462	PRJNA289133	NA	289133	SRS980696	SAMN03842494	simple	9606	Homo sapiens	GSM1811429	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA276048	NA	public	812B399F9529E96A25BD14396DE64789	539CD4956CA08026263B825CC94B0B14
SRR2089343	2017-01-03	2015-07-07	50972725	1835018100	0	36	1196		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2089343	SRX1084580		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP060462	PRJNA289133	NA	289133	SRS980694	SAMN03842496	simple	9606	Homo sapiens	GSM1811431	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA276048	NA	public	735FCAC92619BAE99699BEF299FD092C	3A724B34F2B5CC329A57ED3BC5C6865A
SRR2094375	2016-07-16	2015-07-10	69309977	13741781947	66747270	198	1924	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2094375	SRX1089972		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP060362	PRJNA286067	NA	286067	SRS986418	SAMN03853029	simple	9606	Homo sapiens	A549_NM300k_6h	NA	NA	NA	NA	male	NA	no	NA	NA	NA	NA		SRA276318	NA	public	964737F354350D12DED65EB72F60FD26	FAA88B3E97CED8EC6E4D8E1549EF32EF
SRR2097519	2015-07-15	2015-08-28	66665170	3399923670	0	51	2780		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2097519	SRX1092552		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP060715	PRJNA289651	NA	289651	SRS988142	SAMN03856520	simple	9606	Homo sapiens	GSM1820122	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA276870	NA	public	AF36AF41D64626530C6E99C59FF82090	C4927FEC1F6B0D0EF872CF0A4D866691
SRR2097522	2015-07-15	2015-08-28	57637451	2939510001	0	51	2375		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2097522	SRX1092555		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP060715	PRJNA289651	NA	289651	SRS988139	SAMN03856514	simple	9606	Homo sapiens	GSM1820125	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA276870	NA	public	591361CFCA7C5CE10A225CB1ED53F6A8	6596BD4850B4C3F587C428BABAAFBD0C
SRR2097525	2015-07-15	2015-08-28	56254595	2868984345	0	51	2322		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2097525	SRX1092558		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP060715	PRJNA289651	NA	289651	SRS988136	SAMN03856517	simple	9606	Homo sapiens	GSM1820128	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA276870	NA	public	726F31F6936BF32AC0D09F5E676A7988	C8BBFB42CED12D7DCEDF149E03C18577
SRR2105576	2015-07-27	2015-07-16	60433336	12207533872	60433336	202	8103		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2105576	SRX1099563		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061243	PRJNA290103	2	290103	SRS994161	SAMN03863608	simple	9606	Homo sapiens	GSM1825450	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA278307	NA	public	CB82249970D92215CE1A58E2A41D47A4	7468A281F7416C56F01974AA5A3C6D5A
SRR2105580	2015-07-27	2015-07-16	74651456	15079594112	74651456	202	9993		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2105580	SRX1099567		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061243	PRJNA290103	2	290103	SRS994157	SAMN03863612	simple	9606	Homo sapiens	GSM1825454	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA278307	NA	public	39F54C757B5E7655188CF7CE2705EE31	CACE0BDA47E3406A7E9E742DCC6117DB
SRR2106313	2016-06-29	2015-07-17	64691354	16302221208	64691354	252	7145		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2106313	SRX1100263		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061286	PRJNA290212	2	290212	SRS994878	SAMN03877312	simple	9606	Homo sapiens	GSM1826296	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA278454	NA	public	0877BCB579AC36BA7F29911634CD5D3F	F919FD938669B67B075E12FE00A430A4
SRR2106315	2016-06-29	2015-07-17	73706517	18574042284	73706517	252	8542		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2106315	SRX1100265		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061286	PRJNA290212	2	290212	SRS994876	SAMN03877314	simple	9606	Homo sapiens	GSM1826298	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA278454	NA	public	6439493DFF1255E004CC6B61D720C9C7	D34ECB3A619A081E06A0C7E1693A6C9D
SRR2107164	2016-02-17	2015-07-20	83384721	8421856821	0	101	5272		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2107164	SRX1100908		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061322	PRJNA290340	2	290340	SRS995452	SAMN03890567	simple	9606	Homo sapiens	GSM1826780	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA278573	NA	public	8C57CACC29CE4AEAE883702CFBA568A0	FCDDAB46942287A7A17BEC802424C9EB
SRR2107165	2016-02-17	2015-07-20	89962679	9086230579	0	101	5673		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2107165	SRX1100909		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061322	PRJNA290340	2	290340	SRS995451	SAMN03890568	simple	9606	Homo sapiens	GSM1826781	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA278573	NA	public	1E759C76E6912EFB75C8C7F2F4220E62	084059DA511705E4061A1202D9DC26C5
SRR2125812	2015-08-11	2015-07-24	83132732	16792811864	83132732	202	5763		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2125812	SRX1117175		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061539	PRJNA290859	2	290859	SRS1010386	SAMN03921942	simple	9606	Homo sapiens	GSM1831901	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279887	NA	public	C8DF87220709339EF0CF4A8AEBEFDE19	3831885F4748B66D19A66B9B52F0986F
SRR2125813	2015-08-11	2015-07-24	62754110	12676330220	62754110	202	4492		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2125813	SRX1117176		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061539	PRJNA290859	2	290859	SRS1010385	SAMN03921943	simple	9606	Homo sapiens	GSM1831902	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279887	NA	public	2CD35742A1456642E51757AA9725E45C	2B078BFED00894C401C8F7692905A261
SRR2125814	2015-08-11	2015-07-24	57844227	11684533854	57844227	202	4231		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2125814	SRX1117177		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061539	PRJNA290859	2	290859	SRS1010383	SAMN03921944	simple	9606	Homo sapiens	GSM1831903	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA279887	NA	public	610F86B46C2B0C4F4F7DE79536B10788	A91111C594633A74E5F488D03A7C3622
SRR2125815	2015-08-11	2015-07-24	72642386	14673761972	72642386	202	5162		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2125815	SRX1117178		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061539	PRJNA290859	2	290859	SRS1010384	SAMN03921945	simple	9606	Homo sapiens	GSM1831904	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279887	NA	public	F2525698F476DD17623299178B6D75A0	BBF9B012CEA70B9C1D40E2DB2305BE87
SRR2125816	2015-08-11	2015-07-24	62844890	12694667780	62844890	202	4467		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2125816	SRX1117179		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061539	PRJNA290859	2	290859	SRS1010382	SAMN03921946	simple	9606	Homo sapiens	GSM1831905	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279887	NA	public	55ACB6DA0E107C48FCF04B0F866A0EBF	BE193A6877F11CC21176ADE8838DB028
SRR2125817	2015-08-11	2015-07-24	59148042	11947904484	59148042	202	4413		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2125817	SRX1117180		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061539	PRJNA290859	2	290859	SRS1010381	SAMN03921947	simple	9606	Homo sapiens	GSM1831906	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA279887	NA	public	8F18898796FB5B89AAE7DA0F27AC0701	7D26474CA2DC5153E94DE3C7EB906632
SRR2125818	2015-08-11	2015-07-24	76538705	15460818410	76538705	202	5690		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2125818	SRX1117181		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061539	PRJNA290859	2	290859	SRS1010380	SAMN03921948	simple	9606	Homo sapiens	GSM1831907	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279887	NA	public	A77FCDDC6D0C8D8D0B827FA661FD36F1	376C2E7AD2006C0C96D5EFD1251AEF16
SRR2125819	2015-08-11	2015-07-24	77550033	15665106666	77550033	202	5699		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2125819	SRX1117182		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061539	PRJNA290859	2	290859	SRS1010378	SAMN03921949	simple	9606	Homo sapiens	GSM1831908	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279887	NA	public	A4833E6EBF9F301979CF43663740F4AD	D2805FA9E6BA726F97F478020A56E6A5
SRR2125820	2015-08-11	2015-07-24	73337882	14814252164	73337882	202	5415		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2125820	SRX1117183		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061539	PRJNA290859	2	290859	SRS1010379	SAMN03921950	simple	9606	Homo sapiens	GSM1831909	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279887	NA	public	4A9426CF16C34CCF72DC7DFAD99B934E	1EEF7726300ED2027802A38D0640B6AF
SRR2126029	2016-03-28	2015-07-24	76019117	15203823400	76019117	200	8576		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2126029	SRX1117321		ncRNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061549	PRJNA290888	2	290888	SRS1010755	SAMN03922203	simple	9606	Homo sapiens	GSM1832344	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279971	NA	public	4B5863BE67245E90EF05CA0E7F50F29E	5774CCF055C091CAACD97B41C6761E2C
SRR2126031	2016-03-28	2015-07-24	67777553	13555510600	67777553	200	7596		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2126031	SRX1117323		ncRNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061549	PRJNA290888	2	290888	SRS1010754	SAMN03922205	simple	9606	Homo sapiens	GSM1832346	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279971	NA	public	7432008EF241F4E151E4A3AFDEF6A01D	D3A95ABA5CFFF79DB87CE655F01AB1D4
SRR2126036	2016-03-28	2015-07-24	75988274	15349631348	75988274	202	9493		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2126036	SRX1117328		ncRNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061549	PRJNA290888	2	290888	SRS1010752	SAMN03922210	simple	9606	Homo sapiens	GSM1832351	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA279971	NA	public	640BB07AD1B1A2BD9B6C303B2B1E6B3E	DBD846F402461B31FC638AB7E735C810
SRR2126723	2016-02-01	2015-07-24	70020116	3501005800	0	50	2069		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2126723	SRX1117811		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061566	PRJNA290918	NA	290918	SRS1010971	SAMN03922795	simple	9606	Homo sapiens	GSM1832736	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA280021	NA	public	E2B79F5125409971EAB068BFCBC9FFD4	2F360BA9A3703E91D25BE7F64CD0EAC6
SRR2126724	2016-02-01	2015-07-24	52423392	2621169600	0	50	1562		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2126724	SRX1117812		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061566	PRJNA290918	NA	290918	SRS1010970	SAMN03922796	simple	9606	Homo sapiens	GSM1832737	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA280021	NA	public	31701A1C5A6B78D55C910A3A036747D7	AD742FFF4626DF645483A4561815F676
SRR2126725	2016-02-01	2015-07-24	56686857	2834342850	0	50	1679		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2126725	SRX1117813		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061566	PRJNA290918	NA	290918	SRS1010969	SAMN03922797	simple	9606	Homo sapiens	GSM1832738	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA280021	NA	public	5B073AA694881D6B6A7C773A8F66FCBA	F1761556610DD807AF87C9201FA9735A
SRR2126726	2016-02-01	2015-07-24	61771648	3088582400	0	50	1848		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2126726	SRX1117814		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061566	PRJNA290918	NA	290918	SRS1010968	SAMN03922798	simple	9606	Homo sapiens	GSM1832739	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA280021	NA	public	69E770DBB37EF104F240FAEA67F04630	75795190D558AEC2303C7D29D024584D
SRR2126728	2016-02-01	2015-07-24	68016203	3400810150	0	50	2027		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2126728	SRX1117816		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP061566	PRJNA290918	NA	290918	SRS1010966	SAMN03922800	simple	9606	Homo sapiens	GSM1832741	NA	NA	NA	NA		NA	no	NA	NA	NA	NA	GEO	SRA280021	NA	public	C10C4D4D9FE84CC398FFD8EFFA8AD249	EB1A15E28832D880E7F9AC12A5B87851
SRR2130060	2016-07-17	2015-07-29	83877424	16943239648	83877424	202	9704		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2130060	SRX1120818	shNS_1	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061634	PRJNA290799	NA	290799	SRS1013503	SAMN03897513	simple	9606	Homo sapiens	shNS_1	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	CCR/NCI	SRA278424	NA	public	B234D62A755D304F705CFF8B6CA09E72	5B2310AA48E9D90CB9372B4011B9DB7C
SRR2130061	2016-07-17	2015-07-29	60874018	12296551636	60874018	202	7086		https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2130061	SRX1120819	shNS_2	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061634	PRJNA290799	NA	290799	SRS1013502	SAMN03897514	simple	9606	Homo sapiens	shNS_2	NA	NA	NA	NA	female	NA	no	NA	NA	NA	NA	CCR/NCI	SRA278424	NA	public	9194F5D34D64CBF16D1116BF73105BE3	CAAA4BA9B9BB7717059DE1A201527945
SRR2131520	2015-09-15	2015-07-28	53927932	5368594386	53927932	99	2530	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2131520	SRX1122086		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061682	PRJNA291180	2	291180	SRS1014727	SAMN03940562	simple	9606	Homo sapiens	GSM1833891	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA280435	NA	public	AE9526A5614C874768D05DAE30F54ACA	FE3E99482EDA942E83CFD190315E7E14
SRR2131524	2015-09-15	2015-07-28	53195462	5294775630	53195462	99	2490	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2131524	SRX1122090		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061682	PRJNA291180	2	291180	SRS1014723	SAMN03940566	simple	9606	Homo sapiens	GSM1833895	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA280435	NA	public	51AC3EB85BA915E397D3A02A68A647D3	F85308C32CAF4540A5E56E473B9AC4DB
SRR2131528	2015-09-15	2015-07-28	54401230	5411945625	54401230	99	2606	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2131528	SRX1122094		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061682	PRJNA291180	2	291180	SRS1014719	SAMN03940568	simple	9606	Homo sapiens	GSM1833899	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA280435	NA	public	20787C2916D7FDDCBE49206F1FFA079A	5E7FC108B42ED07A2614302AAE2385FF
SRR2131529	2015-09-15	2016-11-23	54769374	5449477576	54769374	99	2625	GRCh37	https://sra-download.ncbi.nlm.nih.gov/srapub/SRR2131529	SRX1122095		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP061682	PRJNA291180	2	291180	SRS1014718	SAMN03940569	simple	9606	Homo sapiens	GSM1833900	NA	NA	NA	NA		NA	no	NA	NA	NA		GEO	SRA280435	NA	public	B66409DB3429A960FEFEA75F3A6BDD95	58CD0136B7584A3C9E8B7BFA82E44D7B
